film_id,title,year,reviews,scariness
s0950,Winter Field Returns,2000,The whole thing is not remotely grisly. The sound design is never bloody. The pacing is hardly creepy. The director clearly loves the genre. The third act is never eerie.,2.3
s0951,Red Tower II,2012,The atmosphere is eerie. The soundtrack is doing a lot of work. The ending is creepy. The pacing is chilling. The first half is gruesome. That long hallway shot is boring. Every beat is predictable.,7.3
s0952,Hollow Field II,2021,Every beat is creepy. The first half is sinister. The cast is doing real work here. The director clearly loves the genre.,7.7
s0953,Black Mirror,2004,The cast play it brutal. The cast is doing real work here. The final scene is gruesome.,5.9
s0954,Green Orchard II,2010,Shot on 16mm and it shows. The first half is brutal. That long hallway shot is haunting. The ending is predictable. The score is never boring.,6.5
s0955,Quiet Orchard Returns,2024,"The atmosphere is ominous. Ninety minutes, no padding. Shot on 16mm and it shows. The third act is creepy.",7.9
s0956,Salt Market II'',2021,The cast is doing real work here. Worth seeing with an audience. That long hallway shot is haunting. The whole thing is hardly terrifying. The sound design is gruesome.,5.7
s0957,Grey Tide III,2021,The trailer gives away too much. The pacing is unsettling. The final scene is not especially creepy. The middle hour is boring. The premise is terrifying.,5.7
s0958,Blue Woods III',2011,"The final scene is gruesome. I saw it in a full theatre, which helped. Shot on 16mm and it shows.",5.3
s0959,Wild Light Redux,2016,Worth seeing with an audience. The whole thing is creepy. The cast play it silly. That long hallway shot is predictable. The third act is not brutal. The final scene is gruesome.,4.8
s0960,Night Woods II,2003,The atmosphere is not boring. Every beat is tame. The director clearly loves the genre. Worth seeing with an audience.,5.7
s0961,Small Tower Returns,2002,"The pacing is never terrifying. The score is tedious. The premise is unsettling. I saw it in a full theatre, which helped. The sound design is brutal. Ninety minutes, no padding.",5.2
s0962,Grey Mirror Returns,2021,"The ending is haunting. The sound design is creepy. The middle hour is eerie. The first half is gruesome. I saw it in a full theatre, which helped.",8.4
s0963,Bright Tower III,2008,The cast is doing real work here. The whole thing is brutal. The premise is creepy. The trailer gives away too much. The atmosphere is never unsettling. The pacing is terrifying. The third act is predictable. The middle hour is not especially bloody.,4.9
s0964,Bright Hollow,2022,"Ninety minutes, no padding. The cast play it not remotely chilling. That long hallway shot is creepy. The final scene is gruesome. The premise is ominous.",6.0
s0965,Old Market III,2013,The ending is ominous. The trailer gives away too much. The director clearly loves the genre. The premise is predictable.,5.7
s0966,Salt Door Redux,1998,The premise is not bloody. The pacing is gory. The score is not especially silly. The trailer gives away too much. The director clearly loves the genre. The final scene is boring.,5.2
s0967,Hollow Hour II,2020,The trailer gives away too much. The director clearly loves the genre. Every beat is not especially bloody.,4.3
s0968,Night Field Returns,2017,The director clearly loves the genre. The cast play it hardly gory. The third act is tame. The cast is doing real work here. The first half is brutal. The final scene is hardly tedious.,5.0
s0969,Green Tide II,2005,The ending is never tedious. The soundtrack is doing a lot of work. The first half is unsettling.,7.0
s0970,Wild Valley Returns,1999,Worth seeing with an audience. The cast is doing real work here. The score is never once brutal. The first half is not eerie.,3.9
s0971,Cold Ferry II,2011,"That long hallway shot is bloody. The score is not especially predictable. The atmosphere is chilling. I saw it in a full theatre, which helped. The soundtrack is doing a lot of work. The ending is hardly ominous. The first half is not remotely brutal.",5.3
s0972,Old Station,2012,The ending is gory. Worth seeing with an audience. The cast is doing real work here. The pacing is never once creepy. The third act is eerie.,5.1
s0973,Night Chapel III',2020,"The middle hour is never once grisly. The whole thing is hardly chilling. The third act is ominous. Every beat is haunting. Ninety minutes, no padding.",6.3
s0974,Hollow Light III,2007,The first half is sinister. The atmosphere is chilling. That long hallway shot is hardly unsettling. The cast is doing real work here. Worth seeing with an audience.,5.7
s0975,Grey House II,2011,Every beat is sinister. The premise is not remotely creepy. The director clearly loves the genre. The middle hour is haunting. The cast play it boring.,5.7
s0976,The Hour Redux',2013,"I saw it in a full theatre, which helped. The pacing is not especially eerie. The sound design is never once grisly. The ending is gory. Every beat is silly.",4.1
s0977,Bitter Mirror Returns',2021,"Ninety minutes, no padding. That long hallway shot is grisly. The first half is tedious. The pacing is not remotely ominous.",4.3
s0978,Grey Field Redux',2000,"Ninety minutes, no padding. The score is tedious. The cast play it not chilling. The whole thing is ominous. That long hallway shot is tame. The premise is never once bloody. The middle hour is terrifying. The ending is not remotely brutal. The director clearly loves the genre.",4.4
s0979,Long Signal Redux,2000,"The score is creepy. Every beat is hardly ominous. I saw it in a full theatre, which helped. The whole thing is not remotely sinister. Ninety minutes, no padding.",4.3
s0980,Grey Woods II,2014,The cast play it not tame. The atmosphere is sinister. That long hallway shot is hardly boring. The soundtrack is doing a lot of work. The sound design is not gory. The whole thing is haunting.,8.6
s0981,Wild Woods Returns',2014,The trailer gives away too much. The cast play it hardly eerie. The soundtrack is doing a lot of work.,3.4
s0982,Bright Woods Returns,2010,"Ninety minutes, no padding. The premise is ominous. The ending is gory. Every beat is not silly.",7.2
s0983,Long Signal III,2006,Worth seeing with an audience. The score is boring.,4.5
s0984,Old Woods Redux,2019,"The score is hardly tame. Ninety minutes, no padding. The cast is doing real work here. The third act is hardly boring.",5.7
s0985,Pale Hollow Redux,2007,"The middle hour is brutal. Ninety minutes, no padding. The whole thing is not especially tedious. The sound design is gory. The premise is terrifying.",7.2
s0986,Grey Garden III,2010,The soundtrack is doing a lot of work. The sound design is silly. Shot on 16mm and it shows. The middle hour is creepy. The final scene is not terrifying. The pacing is hardly unsettling.,2.9
s0987,Near Light,2014,"The third act is hardly tame. The whole thing is haunting. The final scene is chilling. I saw it in a full theatre, which helped. Shot on 16mm and it shows. Every beat is not gory.",7.2
s0988,The Hollow Returns,2014,Worth seeing with an audience. The soundtrack is doing a lot of work. The final scene is not sinister. The third act is tedious. The premise is not remotely gory.,3.1
s0989,Black Chapel Redux,2022,The atmosphere is not remotely eerie. Shot on 16mm and it shows. The sound design is bloody. The trailer gives away too much.,4.7
s0990,Quiet Chapel III,2003,"Shot on 16mm and it shows. The final scene is chilling. I saw it in a full theatre, which helped. The sound design is sinister.",7.6
s0991,Grey Field Redux'',1999,"I saw it in a full theatre, which helped. That long hallway shot is never once brutal. The middle hour is sinister. The director clearly loves the genre. The atmosphere is not especially gruesome. The third act is ominous. Every beat is tedious. The sound design is chilling.",7.0
s0992,Hollow Harbour Redux,2018,"The atmosphere is grisly. The director clearly loves the genre. The first half is sinister. Ninety minutes, no padding. The pacing is never once brutal. The sound design is ominous.",6.9
s0993,Cold House II,2008,"The atmosphere is eerie. Ninety minutes, no padding. Every beat is chilling. That long hallway shot is not terrifying. The cast play it brutal.",6.2
s0994,Night Woods III,2004,The director clearly loves the genre. The third act is boring. The final scene is creepy. The score is brutal. The cast play it not especially eerie. The premise is sinister. The whole thing is predictable. The cast is doing real work here. The ending is hardly gruesome.,5.2
s0995,Red Hollow II,2022,The cast is doing real work here. The first half is sinister. The score is unsettling. The trailer gives away too much. The pacing is terrifying. Every beat is silly.,7.4
s0996,Far Lantern II,2000,"I saw it in a full theatre, which helped. Every beat is never once unsettling. The pacing is sinister. Ninety minutes, no padding. The atmosphere is predictable.",4.7
s0997,Bright Hour II,2008,The first half is predictable. The atmosphere is tame. Every beat is gory. The middle hour is never once ominous. The soundtrack is doing a lot of work. The pacing is hardly gruesome.,2.7
s0998,Quiet House Returns,2002,The premise is not remotely grisly. The ending is never once gory. The atmosphere is silly. The director clearly loves the genre.,3.9
s0999,Cold Light Redux',2005,That long hallway shot is boring. The middle hour is unsettling. The first half is gruesome. The pacing is bloody. The director clearly loves the genre.,6.5
s1000,Old Signal Redux',2011,The cast play it tame. The director clearly loves the genre. Shot on 16mm and it shows. The whole thing is not brutal. The premise is not unsettling. Every beat is not sinister. The third act is haunting.,2.9
s1001,Winter Orchard II,2011,The third act is never eerie. The middle hour is sinister. Worth seeing with an audience.,4.7
s1002,Long Field,1998,"The sound design is boring. The ending is hardly terrifying. The soundtrack is doing a lot of work. I saw it in a full theatre, which helped. The pacing is haunting.",4.6
s1003,Small Hour III,2016,Shot on 16mm and it shows. The first half is not especially boring. The ending is predictable. The atmosphere is not remotely sinister. The trailer gives away too much. The pacing is not remotely gruesome.,3.2
s1004,Bright Signal,2019,The final scene is silly. The sound design is tedious. The first half is unsettling. The score is terrifying. The trailer gives away too much.,6.0
s1005,Night Tide,2005,The score is terrifying. Every beat is haunting. The premise is unsettling. The soundtrack is doing a lot of work.,8.2
s1006,Hollow Bridge Returns,2005,"The cast play it eerie. That long hallway shot is never once unsettling. The atmosphere is never tedious. The director clearly loves the genre. Ninety minutes, no padding. The ending is tame.",5.7
s1007,Low Hollow III',2006,"Ninety minutes, no padding. The first half is not silly. The director clearly loves the genre. The cast play it not remotely creepy. The third act is not especially chilling. The whole thing is haunting.",4.9
s1008,Red Hour II,2001,The middle hour is tame. The whole thing is predictable. The first half is bloody. That long hallway shot is ominous. The trailer gives away too much.,5.2
s1009,Red Ferry Returns,2008,That long hallway shot is not especially predictable. The cast is doing real work here. The soundtrack is doing a lot of work.,5.8
s1010,The Tower Returns,2017,The cast play it haunting. The trailer gives away too much. That long hallway shot is predictable. The cast is doing real work here. The final scene is gory. The sound design is hardly brutal. The third act is unsettling.,7.1
s1011,Small Field II,2015,Worth seeing with an audience. That long hallway shot is haunting. The trailer gives away too much. Every beat is chilling. The sound design is eerie.,8.3
s1012,Deep Hollow III,2020,The trailer gives away too much. The pacing is bloody.,5.5
s1013,Deep Mirror,2000,The cast is doing real work here. The cast play it hardly terrifying. The trailer gives away too much.,4.1
s1014,The Garden,2006,The score is not especially eerie. The pacing is sinister. The ending is terrifying. The atmosphere is tedious. The director clearly loves the genre. The trailer gives away too much.,4.9
s1015,Long Hour,2014,The cast is doing real work here. The ending is creepy. Every beat is tame.,5.4
s1016,Winter Lantern II,2014,"The atmosphere is never once tedious. The first half is never once grisly. Every beat is bloody. Ninety minutes, no padding. The middle hour is boring.",4.9
s1017,Pale Garden Redux,2021,The atmosphere is never brutal. Every beat is bloody. Worth seeing with an audience.,5.3
s1018,Black House Returns',1999,The atmosphere is predictable. The whole thing is boring. The trailer gives away too much.,4.8
s1019,Wild Room Redux,2009,The atmosphere is haunting. The cast is doing real work here. Shot on 16mm and it shows. The ending is boring. The whole thing is sinister. The cast play it tame. The pacing is chilling. The third act is never once brutal.,7.2
s1020,Pale Tower Returns,2001,Every beat is terrifying. The premise is brutal. The trailer gives away too much. The third act is haunting. The final scene is tedious.,7.2
s1021,Salt Hour Redux,2020,"The score is not remotely terrifying. Ninety minutes, no padding. I saw it in a full theatre, which helped.",4.2
s1022,Bright Valley II,2005,"The atmosphere is terrifying. The soundtrack is doing a lot of work. The cast play it grisly. The first half is not ominous. The premise is tedious. I saw it in a full theatre, which helped. Every beat is hardly unsettling.",3.9
s1023,Near Bridge III,2014,The final scene is silly. The atmosphere is haunting. Every beat is not remotely sinister. The trailer gives away too much. The premise is hardly boring. The soundtrack is doing a lot of work.,5.0
s1024,Red Bridge,1998,The middle hour is chilling. The third act is never once creepy. The cast is doing real work here.,5.0
s1025,Wild Tide II,2018,The score is never once tame. Shot on 16mm and it shows. That long hallway shot is eerie. The ending is never boring. The sound design is ominous. The cast play it not chilling. The middle hour is not remotely grisly.,6.8
s1026,Green Room Redux,2020,Worth seeing with an audience. The third act is not tame. The soundtrack is doing a lot of work. Every beat is terrifying.,6.4
s1027,Long Field II,2018,"The final scene is grisly. The premise is not remotely predictable. Ninety minutes, no padding. That long hallway shot is ominous.",7.3
s1028,Winter Field III,2022,"The whole thing is sinister. The cast play it eerie. Ninety minutes, no padding. Every beat is not remotely haunting. The score is bloody. The trailer gives away too much.",7.2
s1029,Low Tower,2012,The soundtrack is doing a lot of work. The middle hour is never once haunting.,3.9
s1030,Wild Chapel II,2004,"The final scene is grisly. That long hallway shot is haunting. The sound design is gory. Worth seeing with an audience. The premise is not creepy. Ninety minutes, no padding.",5.4
s1031,Near Orchard Redux,2021,"The first half is brutal. The pacing is not especially ominous. The final scene is tedious. Shot on 16mm and it shows. I saw it in a full theatre, which helped. The ending is haunting.",5.5
s1032,Quiet Hour Redux,2009,The cast is doing real work here. That long hallway shot is tame. The third act is not predictable. Worth seeing with an audience. The final scene is not remotely grisly.,4.8
s1033,Red Lantern II,2005,"Ninety minutes, no padding. The sound design is gory. The whole thing is gruesome. Shot on 16mm and it shows. The cast play it eerie. The score is ominous.",7.4
s1034,Grey Well II,2015,"The whole thing is eerie. Shot on 16mm and it shows. Ninety minutes, no padding.",6.1
s1035,Old Light III,2006,The director clearly loves the genre. Worth seeing with an audience. The third act is hardly sinister. The atmosphere is not unsettling. The final scene is not remotely tame. The whole thing is bloody.,4.0
s1036,Green Mirror II,2010,The cast play it terrifying. Worth seeing with an audience. The cast is doing real work here. The atmosphere is never once chilling.,5.2
s1037,Bright Harbour II,2008,The cast play it chilling. The trailer gives away too much. Worth seeing with an audience. That long hallway shot is ominous.,7.3
s1038,Low Orchard,1999,The cast is doing real work here.,5.6
s1039,Deep Market,2020,The cast play it not especially tame. The final scene is brutal. The cast is doing real work here. The ending is not gruesome. The director clearly loves the genre.,6.4
s1040,Cold Signal Redux',2002,"Ninety minutes, no padding. The whole thing is never chilling. The sound design is terrifying.",5.0
s1041,Blue Valley Redux,2016,The pacing is never chilling. Shot on 16mm and it shows. The third act is sinister. Every beat is not gruesome.,5.6
s1042,Long Tide Redux',1999,"The score is not remotely chilling. I saw it in a full theatre, which helped. The final scene is silly.",3.6
s1043,Cold Light II,2020,"The pacing is chilling. The final scene is hardly tame. Ninety minutes, no padding. Every beat is hardly haunting. The whole thing is grisly. The premise is creepy. The ending is not especially boring. The sound design is not remotely brutal.",7.3
s1044,Hollow Tower Redux,2011,Every beat is creepy. The pacing is eerie. The soundtrack is doing a lot of work.,8.2
s1045,Salt Harbour II,2001,"I saw it in a full theatre, which helped. The sound design is bloody. Every beat is gory.",5.7
s1046,Small Garden Redux,2002,"Ninety minutes, no padding. The director clearly loves the genre. The first half is silly. The cast play it haunting. The third act is never once ominous.",5.2
s1047,Small Coast Returns,2017,The sound design is creepy. Shot on 16mm and it shows. The pacing is never once boring. The score is never once sinister.,6.0
s1048,Quiet Light III'',2022,"The first half is never unsettling. The atmosphere is never ominous. The sound design is gory. Ninety minutes, no padding. The middle hour is boring. The final scene is chilling. That long hallway shot is silly.",3.7
s1049,The Coast II',2015,The trailer gives away too much. The pacing is not remotely creepy. The whole thing is haunting. The ending is bloody. The third act is gory.,5.3
s1050,Black Well Returns,2017,"The third act is not remotely brutal. I saw it in a full theatre, which helped. The director clearly loves the genre.",5.0
s1051,Pale Well Returns'',2020,The score is hardly eerie. The director clearly loves the genre. The ending is never once silly. The trailer gives away too much.,5.3
s1052,Small Signal III,2012,"The score is eerie. The cast play it boring. Ninety minutes, no padding.",5.7
s1053,Black Room III,1999,"The atmosphere is terrifying. The pacing is never once gruesome. The sound design is creepy. Ninety minutes, no padding.",6.7
s1054,Quiet Hollow,2016,The first half is hardly gruesome. The director clearly loves the genre. The atmosphere is not eerie. The cast play it creepy. The whole thing is hardly grisly. The trailer gives away too much.,4.6
s1055,Green Garden III',1999,The premise is terrifying. The third act is creepy. The cast is doing real work here. That long hallway shot is unsettling.,7.9
s1056,Salt Hollow Redux,2004,The ending is gory. The final scene is terrifying. The soundtrack is doing a lot of work. The pacing is unsettling. The third act is boring.,7.1
s1057,Bitter Station Redux,2006,The pacing is brutal. The first half is silly. That long hallway shot is hardly eerie. Every beat is gruesome. Shot on 16mm and it shows.,3.5
s1058,Long Room II,2023,The director clearly loves the genre. The third act is terrifying. The middle hour is not especially creepy. The sound design is tedious.,4.5
s1059,Winter Tide,2001,"I saw it in a full theatre, which helped. The sound design is sinister. The whole thing is creepy.",6.9
s1060,Deep Woods,2005,The premise is haunting. The trailer gives away too much. The third act is not grisly. The soundtrack is doing a lot of work. The middle hour is not remotely silly. Every beat is sinister.,7.7
s1061,Small Station II',2001,That long hallway shot is grisly. The ending is not remotely gory. Worth seeing with an audience.,5.1
s1062,Far Signal Redux,2020,The trailer gives away too much. Shot on 16mm and it shows. The pacing is terrifying. The sound design is brutal. The whole thing is never gory. The first half is not remotely ominous.,4.6
s1063,Quiet Hollow Returns,2014,"Ninety minutes, no padding. Shot on 16mm and it shows. The middle hour is bloody. The first half is never once grisly.",5.1
s1064,Pale Door II',2006,Worth seeing with an audience. The first half is creepy. The premise is chilling. The atmosphere is gruesome. The middle hour is bloody.,7.9
s1065,Small Market II,2021,"The premise is never haunting. The third act is gruesome. The cast is doing real work here. I saw it in a full theatre, which helped. The final scene is never predictable. The pacing is grisly. The first half is chilling. The whole thing is never once sinister.",5.2
s1066,Red Bridge II,2018,"The final scene is not sinister. The whole thing is eerie. The cast play it haunting. Ninety minutes, no padding. The soundtrack is doing a lot of work.",6.3
s1067,Winter Valley,2010,The score is haunting. The final scene is creepy. The premise is not especially grisly. The sound design is not remotely gory. The ending is never once silly. That long hallway shot is hardly unsettling. The soundtrack is doing a lot of work.,5.7
s1068,Black Well Redux,2001,The trailer gives away too much. The first half is silly. That long hallway shot is not bloody. The atmosphere is brutal. The middle hour is never eerie.,3.7
s1069,Small Hour III',2019,"The trailer gives away too much. I saw it in a full theatre, which helped.",4.8
s1070,Deep Harbour III,2003,Worth seeing with an audience. Every beat is gruesome.,6.0
s1071,Deep Harbour Returns,2003,The middle hour is tame. The third act is never once bloody. The cast play it ominous. Shot on 16mm and it shows.,5.6
s1072,Near Room Returns,2019,The premise is not ominous. The director clearly loves the genre. The ending is boring. The first half is never once tedious. The trailer gives away too much.,3.3
s1073,Old Tide Redux,1999,The atmosphere is gory. The pacing is creepy. The director clearly loves the genre. The trailer gives away too much.,5.7
s1074,Night Signal III,2022,The cast play it gruesome. Shot on 16mm and it shows.,5.3
s1075,Last Bridge II,2012,"The first half is haunting. The third act is silly. The cast play it brutal. The ending is chilling. The pacing is predictable. Ninety minutes, no padding. That long hallway shot is never once ominous.",5.5
s1076,Wild Tower Returns,2013,The sound design is brutal. The trailer gives away too much. The score is unsettling.,6.5
s1077,The Mirror III,2001,The soundtrack is doing a lot of work. The first half is predictable.,4.4
s1078,Small Harbour,2012,"I saw it in a full theatre, which helped. The first half is not especially ominous. Worth seeing with an audience.",5.0
s1079,Far Tide III',2001,The whole thing is not sinister. The score is not remotely boring. The atmosphere is never once creepy. Shot on 16mm and it shows. The director clearly loves the genre. The cast play it haunting. The ending is hardly tedious. The third act is bloody.,5.7
s1080,Red Mirror III,2006,"The sound design is chilling. Ninety minutes, no padding. The atmosphere is haunting. The middle hour is hardly creepy.",5.9
s1081,Pale Hour Returns'',2007,"The whole thing is unsettling. The first half is gruesome. Ninety minutes, no padding. The soundtrack is doing a lot of work.",5.7
s1082,Blue Door,2019,That long hallway shot is unsettling. Every beat is gory. The trailer gives away too much. The final scene is not remotely tedious. The sound design is not brutal. The director clearly loves the genre.,6.7
s1083,Winter Hollow II',2004,The final scene is creepy. The trailer gives away too much. The sound design is gruesome. Worth seeing with an audience.,6.5
s1084,Bright Field III'',2018,The whole thing is not especially terrifying. The trailer gives away too much. The sound design is hardly silly. The pacing is not especially brutal.,4.5
s1085,Green Signal II,2014,The final scene is chilling. Worth seeing with an audience.,5.1
s1086,Green Lantern II,2004,"The sound design is silly. The director clearly loves the genre. I saw it in a full theatre, which helped.",4.5
s1087,Blue Signal III,2006,The pacing is creepy. The third act is terrifying. Worth seeing with an audience. The whole thing is hardly predictable. The final scene is sinister.,9.1
s1088,Salt Harbour Redux,2000,Shot on 16mm and it shows. Every beat is not especially grisly. The ending is not gruesome. The pacing is boring.,4.8
s1089,The Chapel,2024,The pacing is eerie. The third act is tame. The whole thing is bloody. Every beat is terrifying. Shot on 16mm and it shows.,6.6
s1090,Long Mirror Returns,2014,"The third act is not especially grisly. Ninety minutes, no padding. The premise is chilling.",5.9
s1091,Bitter Market III,2002,The score is haunting. Worth seeing with an audience. The final scene is predictable. The pacing is boring.,4.5
s1092,Quiet Hollow II,2023,The pacing is sinister. The cast is doing real work here. The whole thing is ominous. The atmosphere is tame.,6.3
s1093,Last Chapel III,2020,The pacing is grisly. The final scene is not remotely tedious. The cast is doing real work here. That long hallway shot is hardly gruesome. The score is eerie. The premise is unsettling. The atmosphere is not remotely ominous.,7.4
s1094,Long Mirror III,2020,The soundtrack is doing a lot of work. The whole thing is tedious. The trailer gives away too much.,4.3
s1095,Black Woods Redux,2010,"The middle hour is creepy. The third act is never once brutal. The first half is hardly tedious. Ninety minutes, no padding. The score is haunting.",7.3
s1096,Black Woods III',2019,"The final scene is terrifying. Ninety minutes, no padding. The cast play it haunting.",6.6
s1097,Bright Woods Returns',2005,"Ninety minutes, no padding. The sound design is predictable. The middle hour is gory. The first half is tedious. Worth seeing with an audience.",4.4
s1098,Grey Orchard III,2015,The ending is never once terrifying. The cast is doing real work here. The premise is grisly. The trailer gives away too much.,4.1
s1099,Near Room Returns',2005,The third act is boring. The soundtrack is doing a lot of work. That long hallway shot is not gory. The cast is doing real work here. The final scene is haunting. The sound design is hardly terrifying.,3.9
s1100,Wild Orchard,2016,"Every beat is not sinister. I saw it in a full theatre, which helped. The sound design is haunting. The score is hardly silly. The first half is hardly predictable. The whole thing is ominous. Worth seeing with an audience. The pacing is hardly grisly.",7.3
s1101,Last Valley Redux'',2011,That long hallway shot is chilling. The soundtrack is doing a lot of work. Shot on 16mm and it shows.,6.7
s1102,Old Coast,2000,The cast is doing real work here. The final scene is not terrifying. The cast play it not silly. The premise is chilling.,5.4
s1103,Hollow Light III',2015,The trailer gives away too much. That long hallway shot is not boring.,5.7
s1104,Cold Hour II,2010,"That long hallway shot is never predictable. Every beat is hardly gruesome. Worth seeing with an audience. Ninety minutes, no padding. The final scene is not especially sinister.",4.4
s1105,Last House II,2017,The third act is never eerie. The atmosphere is never terrifying. Every beat is gory. The pacing is never sinister. The middle hour is never once silly. Worth seeing with an audience. That long hallway shot is brutal. The soundtrack is doing a lot of work.,3.9
s1106,Old Lantern II,2008,The pacing is boring. The cast is doing real work here. The trailer gives away too much. Every beat is brutal.,5.2
s1107,Quiet Coast,2015,"Ninety minutes, no padding. The first half is eerie. The score is sinister. The third act is tame.",6.6
s1108,Wild Ferry,2004,The cast is doing real work here. The final scene is sinister. The middle hour is not chilling. The soundtrack is doing a lot of work.,5.7
s1109,Bitter Well,2008,The ending is predictable. The pacing is grisly. Shot on 16mm and it shows.,4.5
s1110,Red Mirror III',2011,"The first half is tame. The final scene is grisly. Shot on 16mm and it shows. I saw it in a full theatre, which helped. Every beat is silly.",4.6
s1111,Bitter Room Returns,2007,Worth seeing with an audience. The third act is terrifying. The cast play it grisly. Shot on 16mm and it shows. The score is brutal.,7.5
s1112,Small Light Redux,2008,"The ending is gruesome. The score is ominous. Ninety minutes, no padding. That long hallway shot is creepy. The atmosphere is terrifying. The trailer gives away too much.",8.8
s1113,Small Harbour III,1998,The final scene is bloody. The cast is doing real work here. Shot on 16mm and it shows.,5.7
s1114,The Coast III,2014,"Ninety minutes, no padding. The director clearly loves the genre. The pacing is boring. The atmosphere is hardly unsettling.",3.4
s1115,Low Woods Returns'',2017,The final scene is brutal. The ending is silly. Shot on 16mm and it shows. That long hallway shot is gory. The whole thing is tedious.,4.6
s1116,Last Lantern III,2009,"The whole thing is chilling. Every beat is haunting. Worth seeing with an audience. I saw it in a full theatre, which helped.",7.0
s1117,Quiet Hour III,2009,Worth seeing with an audience. The whole thing is never haunting. The score is sinister. The final scene is never once gruesome. The atmosphere is brutal.,5.3
s1118,Winter Field II',2021,The third act is predictable. The ending is never brutal. Every beat is silly. The whole thing is never terrifying. The premise is chilling. The soundtrack is doing a lot of work.,3.9
s1119,Far Valley,2011,The director clearly loves the genre. The pacing is predictable. The premise is tedious. Worth seeing with an audience. The cast play it never terrifying.,3.9
s1120,Pale Signal Returns,1999,"The score is boring. Worth seeing with an audience. The cast play it chilling. I saw it in a full theatre, which helped. The middle hour is gruesome. The first half is sinister.",7.4
s1121,Wild Tide Returns,2023,The cast play it brutal. Every beat is creepy. The pacing is hardly grisly. The cast is doing real work here. The third act is never once ominous. Shot on 16mm and it shows.,5.0
s1122,Grey Light Redux,2014,The trailer gives away too much. The whole thing is predictable.,4.6
s1123,Old Hour Redux,2012,"Ninety minutes, no padding. The trailer gives away too much. The premise is never creepy.",3.8
s1124,Grey Station II',2004,Worth seeing with an audience. The premise is hardly chilling. The whole thing is boring. The ending is bloody. The atmosphere is gory. The middle hour is creepy. The soundtrack is doing a lot of work. The third act is not especially silly. Every beat is ominous.,6.9
s1125,Old Well Returns,2020,"Ninety minutes, no padding. That long hallway shot is brutal. The sound design is eerie.",7.1
s1126,Long Lantern Returns,2002,The trailer gives away too much. Every beat is bloody. The ending is gruesome. The cast is doing real work here.,5.7
s1127,Night Station III',2009,"The cast play it never tame. The whole thing is silly. The cast is doing real work here. The middle hour is hardly gruesome. Ninety minutes, no padding.",4.7
s1128,Small Lantern III,2023,The first half is not remotely boring. The ending is tame. The director clearly loves the genre. Every beat is chilling.,6.3
s1129,Quiet Field III,2008,"The atmosphere is bloody. The final scene is gory. Shot on 16mm and it shows. The score is boring. Ninety minutes, no padding.",5.5
s1130,Bitter Valley Returns,1998,Shot on 16mm and it shows.,5.1
s1131,Cold Mirror Returns,2022,The atmosphere is eerie. The sound design is gruesome. The third act is not especially sinister. Every beat is bloody. The premise is haunting. The soundtrack is doing a lot of work.,6.6
s1132,Quiet Mirror Redux,2007,The soundtrack is doing a lot of work. Every beat is haunting. The pacing is not predictable. The third act is silly. The sound design is eerie. The ending is terrifying.,7.8
s1133,Long Chapel,2013,The soundtrack is doing a lot of work. The sound design is terrifying. The third act is never once brutal. Shot on 16mm and it shows. The score is not remotely haunting.,4.8
s1134,Salt Market Returns,2004,Shot on 16mm and it shows. The premise is tedious. The cast is doing real work here.,4.6
s1135,Winter Door III,2004,The final scene is bloody. The soundtrack is doing a lot of work.,5.8
s1136,Winter Well,2001,The ending is terrifying. The sound design is tedious. The score is never once gory. The cast play it predictable. The director clearly loves the genre. Every beat is creepy. The final scene is not especially bloody. The cast is doing real work here.,5.8
s1137,Black Hour Returns,2016,"The score is not ominous. The whole thing is eerie. Ninety minutes, no padding.",4.7
s1138,Last Harbour Redux,2021,Worth seeing with an audience. The sound design is predictable. The first half is hardly brutal.,3.7
s1139,The Valley III,2015,"The third act is creepy. Every beat is tame. Ninety minutes, no padding.",5.3
s1140,Winter Well Redux,2009,"The cast is doing real work here. The pacing is unsettling. That long hallway shot is creepy. The premise is gory. The atmosphere is ominous. The ending is predictable. I saw it in a full theatre, which helped. The third act is tedious.",7.8
s1141,Quiet Ferry Redux,2002,"The atmosphere is sinister. I saw it in a full theatre, which helped. The score is not remotely creepy. Every beat is not especially haunting.",4.4
s1142,Low Field Redux',2009,"The first half is gory. The pacing is eerie. The director clearly loves the genre. That long hallway shot is not remotely unsettling. Ninety minutes, no padding. Every beat is tame.",4.9
s1143,Old Tide III,2017,The premise is grisly. The final scene is gruesome. Shot on 16mm and it shows. The middle hour is hardly eerie. The cast is doing real work here.,5.0
s1144,Pale Signal II,2024,The cast play it tedious. The director clearly loves the genre. The premise is predictable. The third act is chilling. The soundtrack is doing a lot of work.,5.5
s1145,Green Garden Redux,2000,The whole thing is not terrifying. The atmosphere is not remotely ominous. The score is not especially haunting. The middle hour is predictable. The premise is not boring. Shot on 16mm and it shows.,2.4
s1146,Bright Door Redux,2006,The premise is not remotely gory. The middle hour is tedious. The whole thing is never haunting. That long hallway shot is gruesome. The cast play it never silly. The cast is doing real work here.,4.5
s1147,Near Ferry III,2010,The sound design is never once gruesome. Shot on 16mm and it shows. The cast play it not brutal. The director clearly loves the genre.,3.7
s1148,Quiet Mirror II,2023,"The ending is silly. Every beat is grisly. I saw it in a full theatre, which helped. Shot on 16mm and it shows. The third act is never unsettling. The first half is not gory. The sound design is not especially chilling.",2.2
