film_id,title,year,reviews,funniness
f0897,Last Hollow III,2012,The soundtrack is doing a lot of work. The third act is witty. The middle hour is not remotely droll. The cast play it not especially delightful. Worth seeing with an audience.,4.6
f0898,Green Well II,2013,The pacing is laboured. That long hallway shot is raunchy. The third act is bawdy. The ending is twee. The cast is doing real work here. The trailer gives away too much.,5.4
f0899,Long Orchard II,2012,The score is not riotous. The director clearly loves the genre. That long hallway shot is uproarious. The first half is not remotely delightful. The cast play it laboured. The whole thing is vulgar. The trailer gives away too much. The pacing is hardly raunchy.,3.3
f0900,Small Tower,2011,The whole thing is never once twee. The soundtrack is doing a lot of work. The score is riotous. The final scene is not especially raunchy.,5.9
f0901,Old Garden,2013,"Ninety minutes, no padding. I saw it in a full theatre, which helped. The premise is laboured. The cast play it never uproarious. The pacing is twee.",3.2
f0902,Last Lantern II,2007,The score is delightful. Shot on 16mm and it shows. Every beat is never hilarious.,5.4
f0903,Red Hour II',1998,The score is deadpan. The middle hour is uproarious. The soundtrack is doing a lot of work. The cast is doing real work here. The atmosphere is unfunny.,6.0
f0904,The House Redux,2017,The final scene is unfunny. The ending is witty. Every beat is filthy. The cast is doing real work here. The pacing is smug.,5.7
f0905,Old Door Redux,2000,"That long hallway shot is hilarious. The director clearly loves the genre. Ninety minutes, no padding.",5.3
f0906,Bright Woods,2016,"The soundtrack is doing a lot of work. The atmosphere is droll. The third act is not especially raunchy. The sound design is hardly bawdy. The premise is smug. I saw it in a full theatre, which helped.",5.6
f0907,Blue Chapel Redux,2013,"The atmosphere is never once hilarious. The cast play it not remotely hysterical. Every beat is raunchy. I saw it in a full theatre, which helped. The trailer gives away too much.",3.6
f0908,Near Hollow,2014,"The atmosphere is riotous. Every beat is droll. The first half is filthy. Ninety minutes, no padding. The cast play it hysterical.",8.7
f0909,Winter Woods Returns,1998,The third act is smug. The soundtrack is doing a lot of work.,4.2
f0910,Cold Door II',2022,The middle hour is not delightful. The cast is doing real work here. The ending is hardly raunchy. Every beat is hysterical. The sound design is never once bawdy. The premise is not deadpan. The director clearly loves the genre.,2.9
f0911,Pale Garden Redux,2013,Worth seeing with an audience. The first half is twee. The cast play it hardly hysterical. The third act is uproarious. The middle hour is never raunchy. The pacing is deadpan. The cast is doing real work here. The premise is vulgar. The final scene is unfunny.,4.7
f0912,Cold Well Redux,2008,"Shot on 16mm and it shows. The sound design is unfunny. I saw it in a full theatre, which helped. The third act is laboured.",4.3
f0913,The Market III,2005,"The ending is not droll. The cast play it not remotely bawdy. I saw it in a full theatre, which helped.",3.6
f0914,Red Garden II,2008,"The premise is crass. The cast play it laboured. Every beat is droll. The middle hour is filthy. Ninety minutes, no padding.",6.3
f0915,Red House Returns',2006,The middle hour is deadpan. The final scene is filthy. The first half is not smug. The sound design is unfunny. Shot on 16mm and it shows. The cast play it delightful. The premise is never bawdy. That long hallway shot is uproarious.,8.0
f0916,Pale Room III,2011,"The first half is smug. The third act is never crass. The premise is bawdy. I saw it in a full theatre, which helped.",4.8
f0917,Last Woods III,2016,The middle hour is tired. The whole thing is not remotely droll. Shot on 16mm and it shows. The director clearly loves the genre.,3.5
f0918,Near Garden,2006,The score is filthy. The premise is delightful. Worth seeing with an audience. The ending is hilarious.,7.1
f0919,Long Tide,2011,Every beat is not especially unfunny. The final scene is tired. That long hallway shot is never deadpan. The score is hardly uproarious. The premise is filthy. The trailer gives away too much. The pacing is hardly hysterical.,2.2
f0920,Small Well III,2001,The whole thing is unfunny. The soundtrack is doing a lot of work. The ending is crass. The pacing is twee.,3.4
f0921,The Field II,2023,Worth seeing with an audience. The director clearly loves the genre. The cast play it deadpan.,5.9
f0922,Cold Coast Returns,2020,The premise is uproarious. The cast play it not witty. The sound design is droll. The middle hour is not especially unfunny. The director clearly loves the genre. The final scene is raunchy. The first half is tired.,6.1
f0923,Low Harbour Returns,2015,"The atmosphere is bawdy. The ending is never smug. The final scene is crass. The middle hour is hysterical. The first half is delightful. I saw it in a full theatre, which helped.",9.0
f0924,Night Market Redux,2009,"The sound design is never once crass. The third act is delightful. The cast play it not remotely smug. The first half is deadpan. I saw it in a full theatre, which helped.",7.4
f0925,Near Market Returns',2006,The soundtrack is doing a lot of work. The cast is doing real work here. That long hallway shot is riotous. The whole thing is not raunchy.,6.0
f0926,Red Tide II,2021,The ending is never once crass. The sound design is never once bawdy. Worth seeing with an audience. The cast is doing real work here.,4.0
f0927,Cold Field II,2004,"Every beat is never once droll. The score is not vulgar. Worth seeing with an audience. Ninety minutes, no padding. The sound design is never once delightful.",3.7
f0928,Hollow Hour Redux',2004,"Ninety minutes, no padding. The cast play it crass. The atmosphere is deadpan. The premise is delightful. The third act is riotous.",8.3
f0929,Small Mirror Redux,2018,"Ninety minutes, no padding. The cast is doing real work here.",5.4
f0930,Night Room,2024,"The cast is doing real work here. I saw it in a full theatre, which helped. The first half is laboured.",4.2
f0931,Winter Field III,2002,The cast is doing real work here. The first half is filthy. The premise is hardly delightful. The sound design is never deadpan. The third act is not remotely hysterical.,2.4
f0932,Pale Signal Returns'',2007,"The sound design is uproarious. I saw it in a full theatre, which helped. The atmosphere is not droll. The cast play it filthy.",5.9
f0933,Near Tower II,2020,"I saw it in a full theatre, which helped. The final scene is witty. The pacing is filthy. The score is droll. The whole thing is vulgar. The third act is not delightful.",7.4
f0934,Far Field III,2016,The whole thing is witty. Shot on 16mm and it shows.,6.3
f0935,Night Market III,2008,The director clearly loves the genre. The cast play it delightful. The pacing is not remotely deadpan. Shot on 16mm and it shows.,5.2
f0936,Black Field Returns,2012,"The whole thing is smug. The middle hour is hysterical. I saw it in a full theatre, which helped. The pacing is delightful. Ninety minutes, no padding. The third act is not remotely unfunny. The score is never riotous. The final scene is raunchy. The ending is crass.",6.8
f0937,Far Field II,2020,"I saw it in a full theatre, which helped. The trailer gives away too much. The middle hour is deadpan.",6.5
f0938,Far Tide,1998,The pacing is delightful. The soundtrack is doing a lot of work. The trailer gives away too much. The sound design is hilarious. The first half is not especially unfunny.,7.8
f0939,Red Room II,2002,Worth seeing with an audience. Every beat is vulgar. The atmosphere is laboured. The cast play it deadpan. The whole thing is hysterical.,6.7
f0940,Far Market Returns'',2014,The final scene is hardly tired. The trailer gives away too much. That long hallway shot is deadpan. The premise is hardly filthy. The score is never once smug. The cast play it hilarious.,7.9
f0941,Near Valley II,2008,The first half is hilarious. The third act is never riotous. The ending is smug. The cast is doing real work here.,4.6
f0942,Last Hollow Returns,2010,That long hallway shot is twee. The atmosphere is hysterical. The pacing is vulgar. The middle hour is never once smug. The sound design is hilarious. The soundtrack is doing a lot of work.,7.7
f0943,Blue Garden Redux,2023,"Shot on 16mm and it shows. The first half is riotous. The final scene is uproarious. The cast play it deadpan. Ninety minutes, no padding.",8.3
f0944,Low Well,2016,The third act is never riotous. The director clearly loves the genre. The first half is laboured. Shot on 16mm and it shows. The sound design is not remotely deadpan.,2.5
f0945,Small Coast Returns,2002,"The first half is hardly droll. Every beat is not hilarious. I saw it in a full theatre, which helped. The trailer gives away too much. The score is hardly riotous.",2.2
f0946,Near House,2021,"The middle hour is not especially tired. The third act is delightful. I saw it in a full theatre, which helped.",6.3
f0947,Winter Woods III,2007,The director clearly loves the genre. The pacing is riotous. The soundtrack is doing a lot of work. The premise is delightful.,8.1
f0948,Near Ferry,2022,The first half is hardly deadpan. The cast is doing real work here. Every beat is laboured. The ending is hysterical.,4.3
f0949,Long Field,2020,Shot on 16mm and it shows. The first half is deadpan. The ending is never raunchy. The middle hour is never hilarious. The cast is doing real work here. The atmosphere is droll.,5.4
f0950,Far Woods,2005,The whole thing is raunchy. The sound design is uproarious. The trailer gives away too much. The final scene is delightful. Every beat is hilarious.,8.4
f0951,Old Orchard Redux,2006,"Shot on 16mm and it shows. Ninety minutes, no padding. Every beat is unfunny. The premise is tired. The ending is raunchy. The final scene is hardly vulgar.",3.5
f0952,Black Harbour II,2010,The cast is doing real work here. The third act is witty. The first half is riotous. The final scene is twee. The whole thing is hilarious. The middle hour is vulgar.,8.3
f0953,Pale Garden Redux',1999,The cast is doing real work here. The score is delightful. The first half is hysterical. The cast play it witty.,8.3
f0954,Hollow Lantern Returns',2005,The director clearly loves the genre. The third act is tired. Shot on 16mm and it shows.,4.3
f0955,Night Room Returns,2000,The premise is riotous. The cast is doing real work here. The pacing is raunchy. The cast play it hardly bawdy.,6.1
f0956,Winter Hollow Returns',2000,"Ninety minutes, no padding. That long hallway shot is not remotely crass. The middle hour is filthy.",4.7
f0957,Quiet Ferry Redux,2011,The cast play it hysterical. The third act is vulgar. The trailer gives away too much.,6.2
f0958,Old Signal Redux,2004,The premise is bawdy. The sound design is never once unfunny. The atmosphere is vulgar. The director clearly loves the genre.,5.9
f0959,Bitter Room Returns,2008,The director clearly loves the genre. The score is riotous. The middle hour is hysterical. The ending is twee. The cast is doing real work here.,7.9
f0960,Near Coast II,2007,That long hallway shot is delightful. The cast play it never once filthy. The pacing is bawdy. The middle hour is twee. The premise is droll. The soundtrack is doing a lot of work.,6.9
f0961,Salt Ferry Returns,2011,"The final scene is filthy. Ninety minutes, no padding. The premise is vulgar. I saw it in a full theatre, which helped.",5.9
f0962,Green Lantern III,2021,The pacing is never deadpan. The director clearly loves the genre. The first half is hilarious. The trailer gives away too much. Every beat is not uproarious.,4.6
f0963,Low Door,2023,The pacing is witty. The director clearly loves the genre. The middle hour is uproarious. The sound design is hilarious.,7.9
f0964,Pale Market Redux,2008,The middle hour is never once hysterical. The director clearly loves the genre. The cast is doing real work here. The cast play it bawdy. The atmosphere is delightful. The third act is not deadpan.,4.9
f0965,Salt Lantern Redux,2001,The cast play it vulgar. Worth seeing with an audience. The final scene is uproarious. The premise is bawdy. The first half is witty. The sound design is hysterical.,9.4
f0966,Far Market Returns''',2009,The first half is not raunchy. The cast play it hardly delightful. The whole thing is not remotely unfunny. The trailer gives away too much. The ending is bawdy. Every beat is not smug.,6.2
f0967,Blue Garden III,2016,The final scene is riotous. The first half is not especially unfunny. Worth seeing with an audience. Every beat is hilarious. The middle hour is never vulgar.,7.0
f0968,Blue Market,2005,Shot on 16mm and it shows. The atmosphere is hilarious. The score is never once twee. The first half is raunchy. That long hallway shot is smug. The ending is filthy.,7.1
f0969,Cold Well Redux',2022,The final scene is vulgar. Shot on 16mm and it shows. The ending is hardly twee. The trailer gives away too much. The cast play it bawdy.,6.7
f0970,Near Valley II',2013,The third act is filthy. The pacing is hardly witty. The trailer gives away too much. The whole thing is uproarious.,6.0
f0971,Hollow Orchard II',2018,The first half is never once riotous. Worth seeing with an audience. The cast is doing real work here.,4.5
f0972,Wild Ferry Returns',2003,"Ninety minutes, no padding. The cast play it riotous. That long hallway shot is hardly smug. The first half is filthy. The middle hour is not especially unfunny.",7.1
f0973,Near Field III,2006,"The pacing is riotous. Shot on 16mm and it shows. The ending is bawdy. I saw it in a full theatre, which helped.",6.3
f0974,Pale Market III,2013,The score is vulgar. The trailer gives away too much.,5.2
f0975,Small Tower Returns,2005,Every beat is never raunchy. The director clearly loves the genre.,4.7
f0976,Cold Lantern III,2009,"Ninety minutes, no padding.",5.0
f0977,Blue Harbour III',2009,That long hallway shot is uproarious. The soundtrack is doing a lot of work. The trailer gives away too much. Every beat is not remotely riotous. The atmosphere is not especially hilarious.,4.9
f0978,Hollow Hour III',2019,The soundtrack is doing a lot of work. The pacing is not hilarious. The trailer gives away too much. The atmosphere is hysterical.,4.7
f0979,The Tide Returns,2005,"The director clearly loves the genre. The ending is vulgar. The premise is raunchy. The pacing is droll. I saw it in a full theatre, which helped. The final scene is not especially hysterical.",5.9
f0980,Bitter Field III',2003,"The cast is doing real work here. The pacing is not especially raunchy. The third act is not especially crass. The ending is smug. Ninety minutes, no padding.",3.7
f0981,Green Door Redux,2005,The first half is not remotely filthy. The score is hysterical. Shot on 16mm and it shows. The middle hour is not remotely droll.,4.8
f0982,Winter Field Redux,2018,"The final scene is never once raunchy. The trailer gives away too much. That long hallway shot is twee. The sound design is not remotely witty. I saw it in a full theatre, which helped.",3.0
f0983,Deep House Returns',2009,The premise is not deadpan. Shot on 16mm and it shows. The ending is vulgar.,4.2
f0984,Near Chapel,2008,Every beat is droll. The pacing is not remotely uproarious. The cast play it witty. The score is unfunny. Worth seeing with an audience. The atmosphere is not laboured.,6.2
f0985,Near Woods III,2017,The cast is doing real work here. The whole thing is twee. The pacing is hardly hysterical. The cast play it deadpan.,4.7
f0986,Blue Orchard III,2006,The sound design is unfunny. The final scene is crass. The soundtrack is doing a lot of work. The atmosphere is never once hilarious. The third act is never tired. The first half is riotous.,5.0
f0987,Green Orchard,2001,"The score is not smug. The ending is vulgar. Every beat is witty. Ninety minutes, no padding.",8.2
f0988,Night Hour,2018,The director clearly loves the genre. The score is delightful. The cast is doing real work here.,6.3
f0989,Salt Market Returns,2019,The sound design is droll. The director clearly loves the genre. The trailer gives away too much.,5.9
f0990,Grey Field,2007,Every beat is raunchy. That long hallway shot is not remotely droll. The premise is unfunny. The whole thing is hilarious. The first half is hysterical. The atmosphere is laboured. Shot on 16mm and it shows.,5.5
f0991,Bright Garden Redux,2015,"The pacing is not especially hilarious. I saw it in a full theatre, which helped. The sound design is droll. Worth seeing with an audience. That long hallway shot is hardly raunchy.",5.0
f0992,Far Chapel III,2021,Shot on 16mm and it shows. The director clearly loves the genre. The atmosphere is smug. The middle hour is hardly witty. The score is twee. The third act is uproarious.,3.6
f0993,Winter Signal Redux,2009,"Ninety minutes, no padding. The cast is doing real work here. The first half is bawdy. That long hallway shot is smug. The ending is hilarious.",5.6
f0994,Cold Tower Returns,2004,The trailer gives away too much. The premise is vulgar. The middle hour is tired. The atmosphere is bawdy. The score is not especially uproarious. That long hallway shot is not especially deadpan.,3.3
f0995,Deep Garden Returns',2000,"The middle hour is raunchy. The sound design is hardly delightful. The first half is never hilarious. Ninety minutes, no padding. Shot on 16mm and it shows. Every beat is never once riotous.",2.7
f0996,Night Field Returns',2021,"The cast play it hysterical. That long hallway shot is witty. The final scene is hardly uproarious. The sound design is not tired. I saw it in a full theatre, which helped. The atmosphere is never crass. The premise is raunchy.",7.5
f0997,Near Signal Redux,2013,The premise is uproarious. The middle hour is hysterical. The trailer gives away too much. The director clearly loves the genre. The atmosphere is not riotous.,5.7
f0998,Winter Tower Returns,2010,The first half is bawdy. Shot on 16mm and it shows. The score is raunchy. The sound design is hysterical. That long hallway shot is never once unfunny. The director clearly loves the genre.,7.7
f0999,Hollow Chapel Returns',2022,The cast is doing real work here.,5.8
f1000,Small Valley Redux,2003,"Ninety minutes, no padding. The whole thing is never tired. The pacing is not especially riotous. That long hallway shot is vulgar.",5.3
f1001,Small Bridge III,2009,The trailer gives away too much. The director clearly loves the genre. The sound design is hilarious. The middle hour is hardly twee.,7.3
f1002,Black Valley,2019,"The pacing is hysterical. I saw it in a full theatre, which helped. The third act is never once twee.",7.5
f1003,Wild Field Returns,2014,The ending is not remotely droll. The premise is hysterical. Shot on 16mm and it shows. The score is not twee. The whole thing is uproarious.,6.7
f1004,Pale Valley Redux,2019,The cast play it vulgar. The score is droll. The premise is delightful. The first half is tired. Shot on 16mm and it shows. The atmosphere is witty.,8.2
f1005,The Signal Returns,2004,The trailer gives away too much. The ending is delightful. The soundtrack is doing a lot of work.,5.9
f1006,Winter Tower Returns',2002,The whole thing is riotous. The pacing is not raunchy. The ending is vulgar. The premise is hardly witty. The director clearly loves the genre. Shot on 16mm and it shows. Every beat is tired. The cast play it twee.,4.2
f1007,Pale Lantern III,2019,That long hallway shot is never once delightful. The ending is never once droll. The soundtrack is doing a lot of work. The score is never tired. The cast play it laboured.,3.0
f1008,Blue Valley II',2000,The director clearly loves the genre. The ending is raunchy. Every beat is twee. The final scene is hysterical. The premise is never vulgar. The score is laboured. Shot on 16mm and it shows.,5.6
f1009,Quiet Signal II',2022,"The whole thing is hardly twee. That long hallway shot is not remotely witty. Ninety minutes, no padding. The pacing is not especially uproarious. The final scene is hilarious. The trailer gives away too much.",4.2
f1010,Green Light,2010,"Ninety minutes, no padding. The score is uproarious. The premise is riotous. Every beat is delightful.",7.8
f1011,Salt Door Redux,2007,The director clearly loves the genre. That long hallway shot is crass. The final scene is filthy. Worth seeing with an audience.,6.4
f1012,The Market III',2000,The atmosphere is droll. The ending is hardly crass. The middle hour is not remotely delightful. The premise is never smug. The cast is doing real work here.,5.4
f1013,Old Orchard III,1998,The ending is raunchy. That long hallway shot is smug. The premise is hysterical. The trailer gives away too much.,5.4
f1014,Quiet Lantern II,2010,The middle hour is deadpan. Worth seeing with an audience. The score is never once witty.,5.4
f1015,Quiet Chapel III',2024,"That long hallway shot is not especially hilarious. The cast is doing real work here. The atmosphere is deadpan. I saw it in a full theatre, which helped. The final scene is unfunny.",4.1
f1016,Blue Light,2017,"The middle hour is not especially hilarious. Ninety minutes, no padding. The atmosphere is never once deadpan. Every beat is filthy. The sound design is never once riotous.",2.6
f1017,Old Bridge Returns,2023,The ending is delightful. The cast play it riotous. The cast is doing real work here. The pacing is hardly crass. The soundtrack is doing a lot of work.,6.9
f1018,Grey Station,2013,The director clearly loves the genre. The cast is doing real work here. The ending is not vulgar. The final scene is hilarious. Every beat is hardly tired.,5.8
f1019,Grey Hollow III,2003,"That long hallway shot is bawdy. The sound design is not remotely uproarious. The third act is smug. The ending is laboured. I saw it in a full theatre, which helped.",3.7
f1020,Long Signal,2007,The pacing is unfunny. The score is not especially tired. Worth seeing with an audience. The whole thing is riotous. The cast play it never once witty. The director clearly loves the genre.,5.3
f1021,Red Woods II,2020,The first half is bawdy. Shot on 16mm and it shows. The score is uproarious. That long hallway shot is hardly tired. The premise is twee. The director clearly loves the genre.,7.0
f1022,Far Valley II,2011,The trailer gives away too much. The whole thing is never bawdy. The premise is smug. That long hallway shot is not remotely unfunny. The cast is doing real work here.,4.0
f1023,Hollow Mirror II',2001,The atmosphere is hilarious. Shot on 16mm and it shows. The third act is not especially bawdy. The final scene is droll.,6.5
f1024,Hollow Chapel III',2012,The whole thing is not especially delightful. The atmosphere is tired. The pacing is not remotely smug. The ending is not especially hilarious. The cast play it not especially witty. Every beat is bawdy. The director clearly loves the genre.,3.1
f1025,Red Woods II',2010,That long hallway shot is raunchy. The cast is doing real work here. Shot on 16mm and it shows. The first half is delightful. The score is not remotely unfunny. The sound design is vulgar. The ending is witty. Every beat is hilarious.,10.0
f1026,Last Chapel,2000,"The middle hour is riotous. Ninety minutes, no padding. The premise is droll. The sound design is not remotely crass. The trailer gives away too much.",6.9
f1027,Red Door II',2018,The whole thing is riotous. The soundtrack is doing a lot of work. The cast is doing real work here. The sound design is hilarious. The cast play it raunchy. The atmosphere is never witty.,6.9
f1028,Old Station Returns,2007,The director clearly loves the genre.,4.5
f1029,Salt Hollow,2008,The middle hour is never once hysterical. The cast is doing real work here. The whole thing is filthy.,4.8
f1030,Green Field Returns,2015,The sound design is never once raunchy. The ending is uproarious. The middle hour is hysterical. Every beat is droll. The cast is doing real work here.,8.7
f1031,Black Light,2009,The trailer gives away too much. The third act is hardly hilarious. The soundtrack is doing a lot of work.,4.9
f1032,Far Bridge Redux,1999,"The first half is deadpan. Ninety minutes, no padding. The middle hour is raunchy. The third act is hardly laboured. The final scene is tired. The soundtrack is doing a lot of work.",7.2
f1033,Blue Light Redux,1999,"The premise is not riotous. Ninety minutes, no padding. The final scene is hardly delightful. Every beat is hilarious. The cast play it twee. The first half is not laboured.",4.4
f1034,Long Tide II,2004,The atmosphere is filthy. The third act is not especially smug. That long hallway shot is not especially witty. The cast is doing real work here. The whole thing is droll. The middle hour is vulgar. The soundtrack is doing a lot of work. The sound design is hardly hilarious.,5.7
f1035,Small Room Redux,2000,The trailer gives away too much. Shot on 16mm and it shows. The cast play it never once delightful. The final scene is not deadpan. The ending is not especially droll.,1.9
f1036,Red Tide II',2001,The cast is doing real work here. The ending is hysterical. The score is unfunny.,5.6
f1037,Small Door Redux,2004,The pacing is droll. Shot on 16mm and it shows. The ending is raunchy.,6.3
f1038,Quiet Woods Redux,1998,"The sound design is not remotely crass. Ninety minutes, no padding. The middle hour is raunchy.",4.3
f1039,The Orchard Redux,2004,"The pacing is not especially droll. The score is never once delightful. The director clearly loves the genre. I saw it in a full theatre, which helped.",3.4
f1040,Bitter Room Returns',2014,The director clearly loves the genre. The atmosphere is not riotous. Worth seeing with an audience. The first half is never tired. The score is vulgar.,5.0
f1041,Far Lantern Returns,2001,The whole thing is bawdy. Shot on 16mm and it shows. The premise is delightful. The soundtrack is doing a lot of work. The pacing is filthy. The sound design is hysterical.,7.4
f1042,Hollow Orchard II'',2014,"The score is twee. The cast is doing real work here. I saw it in a full theatre, which helped.",5.0
f1043,Quiet Chapel Redux,2019,"The cast play it never twee. The soundtrack is doing a lot of work. Ninety minutes, no padding. The third act is unfunny. The ending is crass.",6.3
f1044,Grey Hollow Redux,2014,The soundtrack is doing a lot of work.,5.4
f1045,Pale Coast III,2023,"The soundtrack is doing a lot of work. Every beat is not especially unfunny. The whole thing is hysterical. The score is hardly delightful. Ninety minutes, no padding.",5.9
f1046,Green Station III,2021,The cast play it smug. Shot on 16mm and it shows. That long hallway shot is delightful. The trailer gives away too much. The middle hour is hardly twee. The score is not hilarious. The first half is never vulgar.,3.9
f1047,Bright Lantern Redux,2016,"Ninety minutes, no padding. The whole thing is not remotely bawdy.",5.4
f1048,Hollow Garden Returns',2001,The ending is raunchy. That long hallway shot is never droll. The final scene is not especially deadpan. The sound design is not bawdy. The cast is doing real work here.,2.8
f1049,Salt Coast Returns,2001,"The whole thing is not especially smug. The final scene is vulgar. The atmosphere is delightful. The pacing is bawdy. I saw it in a full theatre, which helped.",7.2
f1050,Small Hollow III,2024,"Ninety minutes, no padding. The final scene is raunchy. Worth seeing with an audience. The premise is unfunny. The whole thing is deadpan. The middle hour is vulgar.",6.3
f1051,Red Lantern III,2014,"The first half is riotous. The premise is witty. The director clearly loves the genre. Ninety minutes, no padding. The pacing is uproarious.",8.3
f1052,Long Tower Returns,2001,The score is never once droll. The pacing is crass. The cast play it riotous. The ending is twee. Every beat is filthy. The trailer gives away too much.,5.2
f1053,Wild Valley Redux,2023,"The score is vulgar. The sound design is uproarious. The ending is delightful. Ninety minutes, no padding. The middle hour is hysterical. Shot on 16mm and it shows.",8.5
f1054,The Door II,2022,"Ninety minutes, no padding.",4.9
f1055,The Tide II',2009,The third act is delightful. The whole thing is crass. The cast is doing real work here. The cast play it witty.,7.5
f1056,Old Room Returns,2014,The director clearly loves the genre. The pacing is not remotely hysterical. The whole thing is bawdy. The atmosphere is not especially hilarious. The middle hour is filthy. That long hallway shot is smug. The trailer gives away too much.,3.5
f1057,Long Ferry Redux,2020,The score is not especially hilarious. That long hallway shot is crass. The soundtrack is doing a lot of work. The atmosphere is vulgar.,4.6
f1058,Last Lantern Returns,2019,The premise is witty. The atmosphere is not deadpan. The whole thing is never droll. The trailer gives away too much.,3.9
f1059,Salt Woods Returns,1999,"The sound design is raunchy. The middle hour is hardly riotous. The whole thing is hilarious. I saw it in a full theatre, which helped. Shot on 16mm and it shows. Every beat is filthy.",6.3
f1060,Quiet Market Redux',2000,The cast play it not especially laboured. The third act is droll. The director clearly loves the genre. The whole thing is unfunny. The sound design is crass.,5.7
f1061,Bitter Woods II',2016,"I saw it in a full theatre, which helped. The middle hour is hysterical. The score is unfunny. The ending is hilarious. Worth seeing with an audience.",6.5
f1062,Last Coast II',2006,The trailer gives away too much. The middle hour is smug. The sound design is never once uproarious. The ending is witty. That long hallway shot is filthy. The final scene is not especially laboured. Shot on 16mm and it shows.,5.3
f1063,Hollow Hollow Returns,2020,The cast is doing real work here. The sound design is unfunny. The ending is riotous. Worth seeing with an audience. The premise is laboured.,5.0
f1064,Grey Hollow Returns',2006,The ending is filthy. The score is not twee. The soundtrack is doing a lot of work.,6.1
f1065,Salt Hour Redux,2020,"The ending is hilarious. I saw it in a full theatre, which helped. The cast is doing real work here. Every beat is hysterical. The atmosphere is raunchy. The first half is not droll. The pacing is hardly filthy.",6.1
f1066,Far Door Redux,2010,The pacing is unfunny. The director clearly loves the genre. The first half is not delightful. The score is never raunchy. That long hallway shot is laboured.,2.6
f1067,Deep Woods Redux,2006,The atmosphere is hilarious. The cast is doing real work here. The cast play it raunchy. The third act is vulgar. The premise is never deadpan. Worth seeing with an audience. That long hallway shot is twee.,5.8
f1068,Green Mirror,2017,The first half is vulgar. The trailer gives away too much. The cast play it laboured. The whole thing is filthy. Every beat is delightful.,6.1
f1069,Wild Mirror III,2014,"The atmosphere is witty. The first half is tired. Ninety minutes, no padding. I saw it in a full theatre, which helped.",5.4
f1070,Bitter Ferry,2007,The soundtrack is doing a lot of work. The final scene is hilarious.,6.5
f1071,Pale Tide Redux,2022,The atmosphere is droll. The director clearly loves the genre. The score is crass. The premise is filthy. The third act is hysterical.,8.7
f1072,The Mirror,2024,"The cast is doing real work here. The middle hour is never deadpan. The score is laboured. The sound design is unfunny. I saw it in a full theatre, which helped. The first half is never once riotous.",1.8
f1073,Salt Light Returns,2001,The sound design is not remotely delightful. The ending is twee. The director clearly loves the genre.,3.8
f1074,Grey Well III,2008,The ending is hysterical. The final scene is not remotely raunchy. The soundtrack is doing a lot of work.,6.3
f1075,Grey Door,2024,The director clearly loves the genre. The cast play it uproarious. Shot on 16mm and it shows.,6.5
f1076,Pale Coast Redux,2007,The middle hour is hilarious. The director clearly loves the genre. The third act is hardly delightful. The cast play it filthy. The atmosphere is crass.,5.6
f1077,Deep Woods II,2016,Every beat is not especially delightful. The whole thing is riotous. The director clearly loves the genre.,5.8
f1078,Cold Field II',2005,The final scene is filthy. The trailer gives away too much. That long hallway shot is hardly delightful. The sound design is never once unfunny.,5.8
f1079,Green Light Returns,2011,The pacing is bawdy. The ending is not especially deadpan. Shot on 16mm and it shows. The trailer gives away too much.,4.0
f1080,Winter Harbour,2020,"I saw it in a full theatre, which helped. The third act is not especially witty. Shot on 16mm and it shows. The atmosphere is filthy.",4.3
f1081,Winter Ferry Redux,2006,The score is vulgar. The trailer gives away too much. The sound design is never droll. Every beat is riotous. The whole thing is twee. The third act is not especially tired. The final scene is not hysterical. Shot on 16mm and it shows.,4.5
f1082,Grey Field III,1999,Worth seeing with an audience. The atmosphere is raunchy. That long hallway shot is not remotely deadpan. The cast play it twee. The final scene is not tired.,4.4
f1083,Low Tide Returns',2020,That long hallway shot is never riotous. Shot on 16mm and it shows. The atmosphere is not especially hysterical. The whole thing is droll.,5.3
f1084,Deep Tower,1999,The cast is doing real work here. That long hallway shot is riotous. The trailer gives away too much. The cast play it hardly crass. The premise is witty. The pacing is not especially laboured. The middle hour is raunchy. Every beat is never delightful. The sound design is unfunny.,6.3
f1085,Bitter Hour Redux,2022,"Ninety minutes, no padding. The first half is laboured. The director clearly loves the genre.",4.7
f1086,Pale Tide II,2011,The score is witty. The whole thing is hardly crass. The cast play it riotous. The cast is doing real work here. Worth seeing with an audience. The pacing is filthy.,7.2
f1087,Quiet Garden III,2010,The trailer gives away too much. The first half is never once deadpan. The pacing is raunchy. The premise is laboured. The ending is never bawdy.,3.0
f1088,Last Harbour Returns',2001,The atmosphere is riotous. The score is tired. Every beat is twee. The third act is droll. The soundtrack is doing a lot of work.,5.9
f1089,Salt Field II',2007,"The pacing is filthy. The whole thing is vulgar. I saw it in a full theatre, which helped. Ninety minutes, no padding.",5.6
f1090,Long Room II,2012,The final scene is crass. The third act is never once twee. The first half is bawdy. The director clearly loves the genre. The trailer gives away too much. The whole thing is hardly unfunny.,7.2
f1091,Quiet Well Redux,2019,The score is not especially riotous. The final scene is crass. Worth seeing with an audience.,4.2
f1092,Last Signal II,2012,The director clearly loves the genre. The pacing is uproarious. The ending is not especially bawdy. The cast is doing real work here.,5.6
